,Operatore,Profilo,Velocità (down/up),Territorio,Periodo,Tipo,Media,Dev. Std.,Min,Max,TP%,Misure,Anno
3611,Vodafone,"SuperADSL
","
8,0Mbps640.0kbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Upload,528.2kbps,"42,3",529.1kbps,,,8021,2018
3612,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Download,"13,6Mbps","1241,2","13,5Mbps",,,8300,2018
3613,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Ping,"34,4ms","4,6", ,"
44,0ms
",0%,83000,2018
3614,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Upload,915.3kbps,"82,3",916.0kbps,,,8300,2018
3615,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Download,"7,1Mbps","2,6","7,1Mbps",,,7967,2018
3616,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Ping,"16,5ms","5,1", ,"
19,5ms
",0%,79670,2018
3617,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Upload,453.2kbps,"9,0",432.4kbps,,,7967,2018
3618,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Download,"17,8Mbps","285,8","17,8Mbps",,,7770,2018
3619,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Ping,"16,5ms","6,1", ,"
16,8ms
",0%,77700,2018
3620,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2018Dic2018
",Upload,872.6kbps,"37,4",871.6kbps,,,7770,2018
3621,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"6,4Mbps","1,1","6,4Mbps",,,7362,2019
3622,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"25,8ms","1,4", ,"
27,9ms
",0%,73620,2019
3623,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,223.1kbps,"0,5",222.6kbps,,,7362,2019
3624,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"13,5Mbps","187,2","13,3Mbps",,,7407,2019
3625,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"23,1ms","2,0", ,"
25,0ms
",0%,74070,2019
3626,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,931.0kbps,"3,2",926.6kbps,,,7407,2019
3627,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"6,5Mbps","1162,3","3,8Mbps",,,7363,2019
3628,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"17,0ms","2,4", ,"
20,4ms
",0%,73630,2019
3629,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,523.6kbps,"1,2",522.5kbps,,,7363,2019
3630,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"5,3Mbps","742,7","3,7Mbps",,,7410,2019
3631,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"14,7ms","1,4", ,"
17,3ms
",0%,74100,2019
3632,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,736.1kbps,"11,1",734.2kbps,,,7410,2019
3633,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"11,0Mbps","270,6","11,0Mbps",,,7360,2019
3634,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"15,6ms","4,5", ,"
20,4ms
",0%,73600,2019
3635,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,915.5kbps,"23,1",895.7kbps,,,7360,2019
3636,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"5,9Mbps","5345,7","2,5Mbps",,,6511,2019
3637,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"22,3ms","6,5", ,"
32,2ms
",0%,65110,2019
3638,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,371.7kbps,"342,9",131.1kbps,,,6511,2019
3639,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"10,1Mbps","12,5","10,1Mbps",,,7361,2019
3640,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"32,5ms","1,6", ,"
33,8ms
",0%,73610,2019
3641,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,924.5kbps,"1,3",923.5kbps,,,7361,2019
3642,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"29,4Mbps","8,3","29,4Mbps",,,7268,2019
3643,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"17,2ms","0,7", ,"
18,1ms
",0%,72680,2019
3644,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,"3,1Mbps","48,3","3,0Mbps",,,7268,2019
3645,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"7,4Mbps","89,5","7,4Mbps",,,6050,2019
3646,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"17,6ms","0,8", ,"
18,2ms
",0%,60500,2019
3647,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,469.3kbps,"11,9",445.6kbps,,,6050,2019
3648,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"18,3Mbps","135,4","18,2Mbps",,,4945,2019
3649,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"16,4ms","0,7", ,"
16,8ms
",0%,49450,2019
3650,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,917.3kbps,"11,6",915.6kbps,,,4945,2019
3651,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"13,8Mbps","513,5","13,5Mbps",,,7400,2019
3652,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"35,6ms","26,9", ,"
44,8ms
",0%,74000,2019
3653,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,929.3kbps,"23,7",916.9kbps,,,7400,2019
3654,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"7,1Mbps","3,3","7,1Mbps",,,7355,2019
3655,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"16,2ms","2,5", ,"
18,0ms
",0%,73550,2019
3656,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusive","
8,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,458.2kbps,"15,5",435.1kbps,,,7355,2019
3657,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Download,"17,8Mbps","208,3","17,8Mbps",,,7392,2019
3658,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Ping,"15,4ms","3,0", ,"
17,0ms
",0%,73920,2019
3659,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2019Giu2019
",Upload,881.9kbps,"17,4",871.6kbps,,,7392,2019
3660,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"6,4Mbps","41,0","6,4Mbps",,,8274,2019
3661,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"26,7ms","1,9", ,"
28,3ms
",0%,82740,2019
3662,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,223.1kbps,"2,6",222.0kbps,,,8274,2019
3663,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"13,7Mbps","123,7","13,5Mbps",,,8644,2019
3664,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"22,8ms","1,2", ,"
24,6ms
",0%,86440,2019
3665,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,931.1kbps,"10,0",927.9kbps,,,8644,2019
3666,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"7,1Mbps","597,5","6,0Mbps",,,4777,2019
3667,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"16,8ms","2,0", ,"
17,7ms
",0%,47770,2019
3668,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,524.2kbps,"2,1",523.1kbps,,,4777,2019
3669,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"5,5Mbps","431,7","5,0Mbps",,,8643,2019
3670,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"15,0ms","3,1", ,"
16,7ms
",0%,86430,2019
3671,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,778.5kbps,"42,5",735.2kbps,,,8643,2019
3672,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"11,0Mbps","144,6","10,9Mbps",,,6988,2019
3673,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"15,8ms","2,4", ,"
17,7ms
",0%,69880,2019
3674,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,924.9kbps,"19,5",887.8kbps,,,6988,2019
3675,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"14,6Mbps","110,3","14,5Mbps",,,7628,2019
3676,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"15,8ms","2,8", ,"
17,8ms
",0%,76280,2019
3677,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,926.0kbps,"26,6",887.8kbps,,,7628,2019
3678,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"9,8Mbps","45,3","9,8Mbps",,,8641,2019
3679,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"31,9ms","2,8", ,"
32,8ms
",0%,86410,2019
3680,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,933.9kbps,"19,1",921.4kbps,,,8641,2019
3681,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"29,4Mbps","560,3","29,4Mbps",,,8267,2019
3682,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"16,9ms","0,5", ,"
17,6ms
",0%,82670,2019
3683,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,"3,1Mbps","63,6","3,0Mbps",,,8267,2019
3684,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"7,4Mbps","37,4","7,4Mbps",,,4761,2019
3685,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"17,9ms","4,9", ,"
22,8ms
",0%,47610,2019
3686,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,471.7kbps,"13,9",453.9kbps,,,4761,2019
3687,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"18,3Mbps","260,0","18,2Mbps",,,5807,2019
3688,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"16,7ms","2,7", ,"
21,8ms
",0%,58070,2019
3689,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,915.4kbps,"4,3",912.9kbps,,,5807,2019
3690,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"14,1Mbps","530,2","13,2Mbps",,,8640,2019
3691,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"32,6ms","22,1", ,"
32,8ms
",0%,86400,2019
3692,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,938.6kbps,"33,9",923.2kbps,,,8640,2019
3693,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Download,"17,3Mbps","1895,9","9,8Mbps",,,8641,2019
3694,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Ping,"14,5ms","5,4", ,"
16,7ms
",0%,86410,2019
3695,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2019Dic2019
",Upload,890.1kbps,"18,2",869.9kbps,,,8641,2019
3696,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"6,4Mbps","126,9","6,4Mbps",,,7657,2020
3697,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"26,6ms","1,6", ,"
28,3ms
",0%,76570,2020
3698,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,222.6kbps,"3,7",221.9kbps,,,7657,2020
3699,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"12,7Mbps","2372,1","7,1Mbps",,,8242,2020
3700,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"23,7ms","1,2", ,"
24,8ms
",0%,82420,2020
3701,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,937.9kbps,"12,9",927.3kbps,,,8242,2020
3702,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"5,2Mbps","81,2","5,1Mbps",,,6398,2020
3703,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"13,7ms","2,1", ,"
14,6ms
",0%,63980,2020
3704,Eolo,Formula,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,722.2kbps,"21,1",707.1kbps,,,6398,2020
3705,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"11,0Mbps","0,5","11,0Mbps",,,178,2020
3706,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"16,7ms","0,3", ,"
17,3ms
",0%,1780,2020
3707,Fastweb,"Superjet,Joy,Jet","
12,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,891.7kbps,"11,8",885.6kbps,,,178,2020
3708,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"5,8Mbps","5949,0","1,4Mbps",,,6747,2020
3709,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"16,0ms","2,3", ,"
17,5ms
",0%,67470,2020
3710,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,795.9kbps,"91,7",660.2kbps,,,6747,2020
3711,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"9,8Mbps","185,5","9,8Mbps",,,7840,2020
3712,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"32,0ms","3,1", ,"
33,9ms
",0%,78400,2020
3713,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,816.3kbps,"132,2",660.8kbps,,,7840,2020
3714,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"29,5Mbps","331,7","29,4Mbps",,,7604,2020
3715,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"16,7ms","0,8", ,"
17,6ms
",0%,76040,2020
3716,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,"3,1Mbps","45,1","3,0Mbps",,,7604,2020
3717,Tiscali,TuttoIncluso,"
8,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"24,4ms","1,9", ,"
26,9ms
",0%,40,2020
3718,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"18,5Mbps","156,9","18,5Mbps",,,4482,2020
3719,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"21,8ms","0,6", ,"
22,3ms
",0%,44820,2020
3720,Tiscali,TuttoIncluso,"
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,914.1kbps,"18,8",912.7kbps,,,4482,2020
3721,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"14,2Mbps","496,9","13,1Mbps",,,8222,2020
3722,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"32,2ms","19,5", ,"
32,7ms
",0%,82220,2020
3723,Vodafone,SuperADSL,"
16,0Mbps1,2Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,962.2kbps,"14,4",940.4kbps,,,8222,2020
3724,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Download,"17,7Mbps","275,5","17,2Mbps",,,8235,2020
3725,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Ping,"14,8ms","1,9", ,"
16,5ms
",0%,82350,2020
3726,Wind,"WindHomeADSL,3ADSL,AbsoluteADSL,AllInclusive,AllInclusiveUnlimited,ADSL20MEGA","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Gen2020Giu2020
",Upload,871.6kbps,"18,0",869.5kbps,,,8235,2020
3727,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"6,4Mbps","451,8","6,4Mbps",,,8020,2020
3728,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Ping,"26,0ms","1,7", ,"
28,3ms
",0%,80200,2020
3729,BritishTelecom,"VipClub7Mega,VipSmart7Mega,VipDuet,VipAssolo","
7,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Upload,222.6kbps,"8,7",221.8kbps,,,8020,2020
3730,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"13,7Mbps","83,2","13,5Mbps",,,8499,2020
3731,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Ping,"23,1ms","1,3", ,"
24,8ms
",0%,84990,2020
3732,BritishTelecom,"VipDuet,VipAssolo","
20,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Upload,936.8kbps,"6,7",927.8kbps,,,8499,2020
3733,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"6,6Mbps","1616,9",0.0kbps,,,894,2020
3734,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Ping,"38,0ms","0,3", ,"
38,6ms
",0%,8940,2020
3735,Eolo,Formula,"
7,0Mbps512.0kbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Upload,756.5kbps,"5,7",756.4kbps,,,894,2020
3736,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"12,7Mbps","4688,7","1,4Mbps",,,8478,2020
3737,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Ping,"15,8ms","1,6", ,"
17,8ms
",0%,84780,2020
3738,Fastweb,"Superjet,Joy,Jet","
16,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Upload,865.4kbps,"73,4",698.5kbps,,,8478,2020
3739,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"9,8Mbps","261,8","9,8Mbps",,,8405,2020
3740,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Ping,"31,1ms","3,8", ,"
32,3ms
",0%,84050,2020
3741,TIM,TIMSuperADSL,"
10,0Mbps1,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Upload,780.7kbps,"122,3",681.8kbps,,,8405,2020
3742,TIM,TIMSuperMega,"
30,0Mbps3,0Mbps
",Friuli-VeneziaGiulia,"
Lug2020Dic2020
",Download,"29,5Mbps","327,9","29,5Mbps",,,8114,2020
